Ticker,Date,Return,Volatility,Sharpe Ratio,Volume
AAPL,2024-01-02 00:00:00,-0.03578669472,0.01207503708,-0.1171943353,82488700
AAPL,2024-01-03 00:00:00,-0.007487579685,0.01201360844,-0.1095652872,58414500
AAPL,2024-01-04 00:00:00,-0.01269996867,0.01103573061,-0.2722458825,71983600
AAPL,2024-01-05 00:00:00,-0.004013077585,0.01102065228,-0.2650238956,62303300
AAPL,2024-01-08 00:00:00,0.0241748058,0.01227191179,-0.1808159531,59144500
AAPL,2024-01-09 00:00:00,-0.002263431457,0.01206114447,-0.224087581,42841800
AAPL,2024-01-10 00:00:00,0.005671456958,0.01194779082,-0.1483803548,46792900
AAPL,2024-01-11 00:00:00,-0.003222520627,0.01172982137,-0.1986346126,49128400
AAPL,2024-01-12 00:00:00,0.001778046057,0.01090177441,-0.2821211597,40444700
AAPL,2024-01-16 00:00:00,-0.01231698018,0.01105080842,-0.3374730456,65603000
AAPL,2024-01-17 00:00:00,-0.005173643925,0.01105266325,-0.3484905795,47317400
AAPL,2024-01-18 00:00:00,0.03257070088,0.01365297222,-0.1316962967,78005800
AAPL,2024-01-19 00:00:00,0.01553309585,0.01411535881,-0.09134717615,68741000
AAPL,2024-01-22 00:00:00,0.01216316524,0.01423784173,-0.01022250739,60133900
AAPL,2024-01-23 00:00:00,0.006653424579,0.01431724632,0.01575895777,42355600
AAPL,2024-01-24 00:00:00,-0.003484001309,0.01428084182,0.02302394026,53631300
AAPL,2024-01-25 00:00:00,-0.001696752005,0.01426976304,0.02705093026,54822100
AAPL,2024-01-26 00:00:00,-0.009012679083,0.0144234327,-0.006276290468,44594000
AAPL,2024-01-29 00:00:00,-0.003585908679,0.01443284654,-0.02640728957,47145600
AAPL,2024-01-30 00:00:00,-0.01924576711,0.01500653381,-0.07144990953,55859400
AAPL,2024-01-31 00:00:00,-0.01935755422,0.01336627294,-0.018760537,55467800
AAPL,2024-02-01 00:00:00,0.01334053015,0.01358239734,0.05821115478,64885400
AAPL,2024-02-02 00:00:00,-0.005405171391,0.01329598195,0.08689744783,102518000
AAPL,2024-02-05 00:00:00,0.009846640525,0.01337338255,0.1382128116,69668800
AAPL,2024-02-06 00:00:00,0.008631820186,0.01242570804,0.08621026011,43490800
AAPL,2024-02-07 00:00:00,0.0005810122442,0.01240178685,0.09784442529,53439000
AAPL,2024-02-08 00:00:00,-0.005754637842,0.01244870437,0.0515829558,40962000
AAPL,2024-02-09 00:00:00,0.004093874806,0.01243665411,0.08104758161,45155200
AAPL,2024-02-12 00:00:00,-0.009001804469,0.01263355818,0.03712083373,41781900
AAPL,2024-02-13 00:00:00,-0.01127453538,0.01258006802,0.04142191057,56529500
AAPL,2024-02-14 00:00:00,-0.004809612232,0.01257165543,0.04289745614,54630500
AAPL,2024-02-15 00:00:00,-0.001574793054,0.01006046548,-0.1160962842,65434500
AAPL,2024-02-16 00:00:00,-0.008430293423,0.009370022977,-0.2525236202,49701400
AAPL,2024-02-20 00:00:00,-0.004113955612,0.008726414233,-0.3644117825,53665600
AAPL,2024-02-21 00:00:00,0.004186004724,0.008596551145,-0.3842679585,41529700
AAPL,2024-02-22 00:00:00,0.01124393203,0.009190553439,-0.2793066281,52292200
AAPL,2024-02-23 00:00:00,-0.01003410336,0.009336922178,-0.3195753378,45119700
AAPL,2024-02-26 00:00:00,-0.0074512306,0.009290269394,-0.3127764666,40867400
AAPL,2024-02-27 00:00:00,0.00811435945,0.009608135348,-0.2415415837,54318900
AAPL,2024-02-28 00:00:00,-0.006625510773,0.008820193962,-0.1915775797,48953900
AAPL,2024-02-29 00:00:00,-0.003693023564,0.007805914008,-0.1161330855,136682600
AAPL,2024-03-01 00:00:00,-0.00603046897,0.007116430293,-0.2634853091,73488000
AAPL,2024-03-04 00:00:00,-0.02538113126,0.00883280125,-0.3253636924,81510100
AAPL,2024-03-05 00:00:00,-0.02844110958,0.01000243056,-0.4787096801,95132400
AAPL,2024-03-06 00:00:00,-0.005878113694,0.00949095424,-0.5809486474,68587700
AAPL,2024-03-07 00:00:00,-0.0007096133206,0.009451639607,-0.5901926584,71765100
AAPL,2024-03-08 00:00:00,0.01023664648,0.01009072356,-0.4735759592,76114600
AAPL,2024-03-11 00:00:00,0.01183167666,0.01058504422,-0.4149093671,60139500
AAPL,2024-03-12 00:00:00,0.002778542471,0.01064262459,-0.3573194394,59825400
AAPL,2024-03-13 00:00:00,-0.01212254016,0.01067559678,-0.360187535,52488700
AAPL,2024-03-14 00:00:00,0.01092733158,0.01116930598,-0.2738191347,72913500
AAPL,2024-03-15 00:00:00,-0.002196652117,0.01116582367,-0.276689185,121664700
AAPL,2024-03-18 00:00:00,0.006372485414,0.01128316077,-0.2082150346,75604200
AAPL,2024-03-19 00:00:00,0.01358507137,0.01181883614,-0.1239015706,55215200
AAPL,2024-03-20 00:00:00,0.0147092639,0.01230775465,-0.0762291278,53423100
AAPL,2024-03-21 00:00:00,-0.04085749383,0.01484579054,-0.238672416,106181300
AAPL,2024-03-22 00:00:00,0.005310104389,0.01488911974,-0.1864495924,71106600
AAPL,2024-03-25 00:00:00,-0.008300348477,0.01490435529,-0.1891075559,54288300
AAPL,2024-03-26 00:00:00,-0.006672615947,0.01469881773,-0.2420517783,57388400
AAPL,2024-03-27 00:00:00,0.02121267472,0.01567846516,-0.1381490901,60273300
AAPL,2024-03-28 00:00:00,-0.0105590922,0.01578844789,-0.1589307034,65672700
AAPL,2024-04-01 00:00:00,-0.008455831932,0.01582618631,-0.166214224,46240500
AAPL,2024-04-02 00:00:00,-0.006998826135,0.01494462102,-0.1145175925,49329500
AAPL,2024-04-03 00:00:00,0.004797561448,0.01360368073,-0.003637873426,47691700
AAPL,2024-04-04 00:00:00,-0.00489240354,0.01358322269,-0.00001494203097,53704400
AAPL,2024-04-05 00:00:00,0.004501810423,0.01361883708,0.01911824223,42055200
AAPL,2024-04-08 00:00:00,-0.006663463325,0.01349096067,-0.04333548055,37425500
AAPL,2024-04-09 00:00:00,0.007242398699,0.01330642691,-0.0611810494,42451200
AAPL,2024-04-10 00:00:00,-0.01113927734,0.01347156036,-0.1120873983,49709300
AAPL,2024-04-11 00:00:00,0.04327092384,0.01652344156,0.07623599736,91070300
AAPL,2024-04-12 00:00:00,0.008626662786,0.01646048314,0.06953912579,101593300
AAPL,2024-04-15 00:00:00,-0.02186348667,0.01723960151,0.00935670583,73531800
AAPL,2024-04-16 00:00:00,-0.01916723247,0.01769518686,-0.06304991424,73711200
AAPL,2024-04-17 00:00:00,-0.008147392545,0.01740990495,-0.1264971415,50901200
AAPL,2024-04-18 00:00:00,-0.005714387398,0.01695887964,-0.190076576,43122900
